SMILES,docking_score_kcal_mol,selectivity_note
O=C(c1c[nH]c(-c2nn[nH]n2)c1)N1C[C@H]2CCN(c3cncc(-c4nn[nH]n4)n3)C[C@H]21,-7.533,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O)c1cnn2ncccc12,-7.563,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)[C@H]1C,-7.129,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C[C@@H]1O)c1nccn2ccnc12,-7.316,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1cnc2[nH]nnc2c1,-7.92,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1C(=O)c1ccc(-c2nn[nH]n2)[nH]1)c1cn(Cc2cnn[nH]2)nn1,-7.401,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1c[nH]nc1[C@H]1CCOC1,-7.413,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CC[C@@H]1C,-7.681,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCO1)c1ncc2n1CCOC2,-7.726,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CC[C@H](NC(=O)c2ccc(-c3nn[nH]n3)[nH]2)CC1,-7.357,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cnn2c(=O)cc[nH]c12)N1CC[C@H]2OCCN(c3cncc(-c4nn[nH]n4)n3)[C@@H]2C1,-7.65,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ccc(-c2nn[nH]n2)nn1)[C@H]1CCc2nn[nH]c2C1,-7.59,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cnn[nH]1)N1CC[C@@H]2CCN(c3cncc(-c4nn[nH]n4)n3)[C@H]2C1,-7.218,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cnc(-c2nn[nH]n2)cn1)c1nc2ncccn2n1,-7.391,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c[nH]nc1C(=O)N[C@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CC[C@@H]1C,-7.484,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C1C[C@H](C(=O)N[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)NC(=O)N1,-7.177,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccc(-c2nn[nH]n2)[nH]1)N1CC[C@H]2[C@H](CCN2c2cncc3c2N=NNN=N3)C1,-7.554,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1ccc(C(=O)NCC[C@H]2CN(c3cncc(-c4nn[nH]n4)n3)CCS2(=O)=O)nn1,-7.513,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CN(c2ncccc2-c2nn[nH]n2)CCO1)[C@H]1CCc2nn[nH]c2C1,-7.001,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cnc2[nH]c(O)nc2c1,-7.702,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(c1ccnc(-c2nn[nH]n2)n1)[C@H]1CCN(C(=O)c2ccn3nnnc3c2)C1,-7.774,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1nccn2ccnc12,-7.358,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1COCCN1C(=O)c1c[nH]c(-c2nn[nH]n2)c1,-7.338,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1nnc(C(=O)NC[C@H]2CCCCN2c2ncccc2-c2nn[nH]n2)n1,-7.268,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@H]1O)c1n[nH]c2c1CCC2,-7.219,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c(C(=O)N[C@@H]2CCCN(c3cncc(-c4nn[nH]n4)n3)C2)nnn1C,-7.376,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1COCCN1C(=O)c1cc(-c2nn[nH]n2)c[nH]1,-7.425,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CCO1)[C@@H]1Cc2cncn2C(=O)N1,-7.523,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1cnn2cc[nH]c12,-7.044,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1NC(=O)c1c[nH]c(=O)cn1,-7.157,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@]1(O)CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1ccnc2[nH]nnc12,-7.518,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1noc(C)c1C(=O)NC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@H]1O,-7.046,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1ccnc2[nH]nnc12,-7.594,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1,-7.083,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O)c1ccnc2[nH]nnc12,-7.347,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1nc2ncccn2n1)N1CC[C@@H]2[C@H](CCN2c2cncc(-c3nn[nH]n3)n2)C1,-7.545,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1cnc2[nH]c(O)nc2c1,-7.602,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(c1ccc(-c2nn[nH]n2)nn1)[C@H]1CCCN(C(=O)c2nnc(O)nc2O)C1,-7.995,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cnnc(O)c1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.437,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1ccnc2[nH]nnc12,-7.716,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)[C@@H]1CCCN1c1ncccn1,-7.821,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccc2nnc(O)n2c1)N1CC[C@H]2OCCN(c3cncc(-c4nn[nH]n4)n3)[C@H]2C1,-7.815,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCCN1c1cncc(-c2nn[nH]n2)n1)c1ccc2nn[nH]c2n1,-8.158,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c[nH]nc1C(=O)N[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C[C@H]1O,-7.17,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCO1)[C@@H]1CCc2nn[nH]c2C1,-7.985,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CCCN(c2ccnc(-c3nn[nH]n3)n2)[C@H]1C,-7.655,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CCO1)c1cnc2[nH]nnc2c1,-7.691,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1cc(-c2nn[nH]n2)c[nH]1)[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.725,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cnnc(O)c1,-7.442,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C[C@@H]1CCN(C(=O)c2c[nH]c(-c3nn[nH]n3)c2)C1)c1ccnc(-c2nn[nH]n2)n1,-7.729,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cnc2[nH]c(O)nc2c1,-7.906,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCCN1c1cncc(-c2nn[nH]n2)n1)c1ccc2nn[nH]c2n1,-7.842,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@H]2CCN(c3ccnc(-c4nn[nH]n4)n3)[C@H]2C1)c1ncccc1O,-7.887,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccnc2[nH]nnc12)N1CC[C@@H]2CCN(c3cncc(-c4nn[nH]n4)n3)[C@@H]2C1,-7.87,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)NC[C@H]1COCCN1c1ccnc(-c2nn[nH]n2)n1,-7.363,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1nnc(C(=O)N[C@H]2CCCN(c3cncc(-c4nn[nH]n4)n3)C2)n1,-7.241,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@H]1CCCN(c2cncc(-c3nn[nH]n3)n2)C1)c1cc(-c2nn[nH]n2)ccn1,-7.791,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@H]1CCCN(c2cncc(-c3nn[nH]n3)n2)C1)[C@H]1CCc2nn[nH]c2C1,-7.431,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cc(-n2ccnc2)ccn1)N1CCO[C@@]2(CCN(C(=O)c3cccnc3-n3ccnn3)C2)C1,-7.332,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N1CC[C@H]2CCN(c3ccnc(-c4nn[nH]n4)n3)[C@@H]2C1,-7.788,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1ncccc1O,-7.743,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cc(-c2nn[nH]n2)c[nH]1)N1CC[C@@]2(C1)CN(c1cncc(-c3nn[nH]n3)n1)CCO2,-7.901,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CN(c2ncccc2-c2nn[nH]n2)CCO1)c1ccc(-c2nn[nH]n2)[nH]1,-7.067,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O)c1c[nH]c(-c2nn[nH]n2)c1,-7.675,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cnn2ncccc12,-7.471,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cnn(C(F)F)c1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.043,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CCO1)c1c[nH]nc1[C@H]1CCOC1,-7.333,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@H]1CCCN(c2cncc(-c3nn[nH]n3)n2)C1)c1ccn2nnnc2c1,-7.321,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nn[nH]c1C(=O)NC[C@H]1CC[C@@H](NC(=O)c2ccc(-c3nn[nH]n3)[nH]2)C1,-7.197,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nnc(CC(=O)NC[C@H]2COCCN2c2cncc(-c3nn[nH]n3)n2)o1,-7.09,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CC[C@H]1C,-7.079,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1cnc2[nH]c(O)nc2c1,-7.653,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)NCC[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1,-7.383,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@H]1C,-7.114,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1ccncc1CC(=O)N[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CC[C@H]1O,-7.317,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)N[C@@H]1CCCN(c2cncc(-c3nn[nH]n3)n2)C1,-7.211,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CN(c2ccncc2-c2nn[nH]n2)CCO1)[C@@H]1CCc2nn[nH]c2C1,-7.497,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@]1(O)CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1cnc2[nH]c(O)nc2c1,-8.261,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H]1[C@@H](NC(=O)c2c[nH]c(-c3nn[nH]n3)c2)CCN1c1cncc(-c2nn[nH]n2)n1,-7.493,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1ccnc2[nH]nnc12,-7.63,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CCO1)c1cnc2[nH]nnc2c1,-7.963,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@H]1CC[C@@H](CN=c2cc[nH]c(-c3nn[nH]n3)n2)C1)c1cnnc(O)c1,-7.443,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@H]1O,-7.956,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1cc(C(=O)N[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2C)ncc1C(N)=O,-7.089,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1cn(C)c(=O)cn1)[C@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.499,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cnc(-c2nn[nH]n2)cn1)c1cnc2[nH]c(O)nc2c1,-7.528,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c[nH]nc1C(=O)NC[C@H]1COCCN1c1ccc(-c2nn[nH]n2)nn1,-7.434,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1ccc2nn[nH]c2n1,-7.923,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccc(-c2nn[nH]n2)[nH]1)N1C[C@H]2CC[C@@H](C1)N2c1cncc(-c2nn[nH]n2)n1,-7.707,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1c[nH]c(-c2nn[nH]n2)c1)N1CC[C@@H]2[C@H](CCN2c2cncc3c2N=NNN3)C1,-7.554,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)[C@H]1CCc2nn[nH]c2C1,-7.409,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@H]1CC[C@H](NC(=O)[C@H]2CCc3nn[nH]c3C2)CC1)c1ccc(-c2nn[nH]n2)[nH]1,-7.177,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cn(-c2cccnc2)nn1,-7.28,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NCC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CCS1(=O)=O,-7.863,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ncccc1-c1nn[nH]n1)N1CC[C@H]2OCCN(c3cncc(-c4nn[nH]n4)n3)[C@@H]2C1,-8.414,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCO1)[C@@H]1CCc2nn[nH]c2C1,-7.755,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c[nH]nc1C(=O)NC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCO1,-7.044,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c[nH]nc1C(=O)N[C@@H]1CCCN(c2ccnc(-c3nn[nH]n3)n2)C1,-7.053,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1cc(C(=O)NC[C@@H]2CN(c3ccnc(-c4nn[nH]n4)n3)CCO2)cnn1,-7.413,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)NC[C@H]1COCCN1C(=O)c1cc(-c2nn[nH]n2)c[nH]1,-7.117,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cnn2ncccc12)N1CC[C@H]2OCCN(c3cncc(-c4nn[nH]n4)n3)[C@@H]2C1,-7.404,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@H]21)c1ncccc1O,-7.741,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H]1[C@@H](NC(=O)c2ccnc3[nH]nnc23)CCN1c1cncc(-c2nn[nH]n2)n1,-7.511,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
COc1cncc(C(=O)N[C@H]2CCN(c3ccnc(-c4nn[nH]n4)n3)C[C@@H]2O)n1,-7.536,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1ccc(-n2cncn2)nc1,-7.179,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cn(-c2cccnc2)nn1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.424,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1cc(C(=O)NC[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)on1,-7.798,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NCC[C@@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCS1(=O)=O,-7.423,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1ccc(C(=O)N[C@H]2CCCN(c3ccnc(-c4nn[nH]n4)n3)C2)cc1=O,-7.256,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
COc1cccc(C(=O)NC[C@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)n1,-7.176,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1ccc(C(=O)NC[C@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)c(O)n1,-7.645,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)N[C@H]1CCCN(c2cncc(-c3nn[nH]n3)n2)C1,-7.026,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
COc1ccc(C(=O)N[C@@H]2CCCN(c3ccnc(-c4nn[nH]n4)n3)C2)nn1,-7.18,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CC(C)(C(=O)NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)N1CCOCC1,-7.025,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@]1(O)CCN(c2ncccc2-c2nn[nH]n2)C1)c1cnc2[nH]c(O)nc2c1,-7.114,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H]1[C@@H](NC(=O)c2ccc(-c3nn[nH]n3)[nH]2)CCN1c1cncc(-c2nn[nH]n2)n1,-7.621,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cnc(-c2nn[nH]n2)cn1)c1cnn2ncccc12,-7.662,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCCN1c1ccnc(-c2nn[nH]n2)n1)c1cn(Cc2cnn[nH]2)c(=O)nc1O,-7.233,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1cc(C(=O)NC[C@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@H]2O)on1,-7.127,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cn(C2CCOCC2)nn1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.212,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)C1CC2(C1)CS(=O)(=O)C2,-7.735,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccnc(-n2ccnc2)c1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.281,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1nc2ncccn2n1,-7.348,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
