SMILES,docking_score_kcal_mol,selectivity_note
O=C(c1csc(-c2nn[nH]n2)c1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.774,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nc[nH]c1CC(=O)NC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O,-7.112,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cn(C2CCOCC2)nn1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.149,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@H]1CCN(c2nccnc2-c2nn[nH]n2)C[C@H]1NC(=O)c1cn(C)c(=O)cn1,-7.047,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cnnc(O)c1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.453,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1cnc2[nH]nnc2c1,-7.56,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1cnc(C(=O)N2CCC[C@@H](NC(=O)c3ccc(-c4nn[nH]n4)[nH]3)C2)n1,-7.055,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@@H]1O)c1ncccc1O,-7.662,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CN(c2ncccc2-c2nn[nH]n2)CCO1)c1ccnc2[nH]nnc12,-7.506,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@H]1[C@@H](NC(=O)c2nnc(O)nc2O)CCCN1c1cncc(-c2nn[nH]n2)n1,-7.038,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@]1(O)CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1c[nH]c(-c2nn[nH]n2)c1,-8.254,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1cnnc(O)c1,-7.067,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@@H]1CC[C@H](C)N(c2cncc(-c3nn[nH]n3)n2)C1,-8.009,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cc(-c2nn[nH]n2)c[nH]1)N1CC[C@@H]2CCN(c3cncc(-c4nn[nH]n4)n3)[C@@H]2C1,-7.831,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C1C[C@@H](C(=O)NC[C@H]2CCCN2c2ncccc2-c2nn[nH]n2)NC(=O)N1,-7.316,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CC(C)n1cc(C(=O)NC[C@H]2COCCN2c2ccc(-c3nn[nH]n3)nn2)nn1,-7.126,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@@H]1CCCCN1c1cncc(-c2nn[nH]n2)n1,-7.2,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1nc2ncccn2n1,-7.072,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O,-7.155,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
COc1cncc(C(=O)NC[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)n1,-7.291,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1COCCN1C(=O)c1c[nH]c(-c2nn[nH]n2)c1,-7.325,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@H]1[C@@H](NC(=O)c2cnon2)CCN1C(=O)c1ccc(-c2nn[nH]n2)[nH]1,-7.599,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(CCc1cnn[nH]1)NC[C@H]1CN(c2ncccc2-c2nn[nH]n2)C[C@@H]1O,-7.034,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CCc1cccnc1C(=O)N[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O,-7.063,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1ccn2nnnc2c1,-7.817,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H]1CCN(C(=O)c2c[nH]c(-c3nn[nH]n3)c2)[C@H](CNC(=O)[C@H]2CNC(=O)N2)C1,-7.564,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@H]1[C@@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@@H]21)c1cnnc(O)c1,-7.059,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ccncc1-c1nn[nH]n1)c1cc(-c2nn[nH]n2)c[nH]1,-7.027,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CCN(c2ncccc2-c2nn[nH]n2)C[C@H]1O,-7.607,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1CN(c2ncccc2-c2nn[nH]n2)C[C@H]1O)c1ccnc2[nH]nnc12,-7.244,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(CN1CC[C@H](CNC(=O)c2cc(-c3nn[nH]n3)c[nH]2)C1)NC(=O)NC1CC1,-7.105,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2cnc(-c3nn[nH]n3)cn2)C1)c1ccn2nnnc2c1,-7.288,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1cnn(C)c1N)[C@H]1CN(c2ncccc2-c2nn[nH]n2)C[C@@H]1O,-7.022,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1ccc(C(=O)NC[C@H]2CN(c3ncccc3-c3nn[nH]n3)C[C@@H]2O)cc1=O,-7.167,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cn[nH]c1)N1CC[C@H]2[C@H](CCN2c2cncc(-c3nn[nH]n3)n2)C1,-7.2,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCCN(c2cncc(-c3nn[nH]n3)n2)C1)c1c[nH]c(=O)cn1,-7.354,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@]1(C(=O)N[C@@H]2CN(c3ccc(-c4nn[nH]n4)nn3)C[C@H]2O)CCCS1(=O)=O,-7.014,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1,-7.291,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@H]1CCN(c2nccnc2-c2nn[nH]n2)C[C@@H]1NC(=O)Cn1ncnn1,-7.258,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@H]2[C@@H]1CCCN2c1ccnc(-c2nn[nH]n2)n1)c1ncccc1O,-7.482,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@@H]1CCCN(c2cncc(-c3nn[nH]n3)n2)[C@@H]1C,-7.49,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CCN(c2ccnc(-c3nn[nH]n3)n2)CC1)c1ncccc1O,-7.725,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1ccnc2[nH]nnc12,-7.431,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1cnnc(O)c1,-7.268,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CC(C)n1cc(C(=O)NC[C@@H]2COCCN2c2cncc(-c3nn[nH]n3)n2)nn1,-7.017,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C[C@H]1CCCN1C(=O)c1cnn(C)n1)c1cncc(-c2nn[nH]n2)n1,-7.011,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O,-7.878,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N(C)[C@@H]1CCCN(c2cncc(-c3nn[nH]n3)n2)C1,-7.199,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)N1CC[C@H]2CN(c3nccn4nnnc34)C[C@H]21,-7.289,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1ccn2nnnc2c1,-7.97,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1n[nH]c2c1CCCC2)N1CC2(CCCN2C(=O)c2cc(=O)n3[nH]nnc3n2)C1,-7.285,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)[C@@H]1CCCS(=O)(=O)C1,-7.193,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@@H]1CCCN(c2cncc(-c3nn[nH]n3)n2)C1,-7.105,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1cc(C(=O)N[C@@H]2CCN(c3cncc(-c4nn[nH]n4)n3)C[C@@H]2O)ccc1=O,-7.221,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(Cn1ncnn1)NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1,-7.2,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cnnc(O)c1)N1CC[C@H](CN=c2cc[nH]c(-c3nn[nH]n3)n2)C1,-7.253,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN1C[C@H](C(=O)NC[C@H]2C[C@@H](NC(=O)c3c[nH]c(-c4nn[nH]n4)c3)C2)NC1=O,-7.143,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@@H]2[C@@H]1CCCN2C(=O)c1cc(-c2nn[nH]n2)c[nH]1)c1ncccc1O,-7.491,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H](NC(=O)c1ccc(-c2nn[nH]n2)[nH]1)[C@@H]1CN(C(=O)c2cccnn2)CCO1,-7.178,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H]1C[C@H](NC(=O)c2cn(C)c(=O)cn2)CCN1c1cncc(-c2nn[nH]n2)n1,-7.008,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1cnc(C(=O)NC[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)n1,-7.289,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1CN(c2ncccc2-c2nn[nH]n2)C[C@H]1O,-7.626,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1nc2ncccn2n1,-7.532,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nn[nH]c1C(=O)NC[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1,-7.174,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H]1[C@@H](NC(=O)[C@@]2(C)CNC(=O)C2)CCN1c1ccnc(-c2nn[nH]n2)n1,-7.293,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
