SMILES,docking_score_kcal_mol,selectivity_note
O=C(c1cnn(C(F)F)c1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.054,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NCC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCS1(=O)=O,-7.372,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1cc(-c2nn[nH]n2)c[nH]1,-7.841,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1nc2ncccn2n1,-7.495,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
COc1cncc(C(=O)N[C@H]2CCN(c3ccnc(-c4nn[nH]n4)n3)C[C@H]2O)n1,-7.332,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1nc[nH]n1)[C@H]1CN(c2ncccc2-c2nn[nH]n2)C[C@@H]1O,-7.184,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1nc2ncccn2n1,-7.544,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
COc1ccc(C(=O)N[C@H]2[C@@H]3CN(c4cncc(-c5nn[nH]n5)n4)C[C@@H]32)nn1,-7.313,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)[C@H]1CCc2nn[nH]c2C1,-7.576,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O)c1nccn2ccnc12,-7.356,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CN(c2ncccc2-c2nn[nH]n2)CCO1)c1nc2ncccn2n1,-7.146,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1,-7.49,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1ccn2nnnc2c1,-7.971,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@H]2[C@H]1CCCN2C(=O)c1c[nH]c(-c2nn[nH]n2)c1)c1ncccc1O,-7.494,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1noc(C)c1C(=O)NC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.287,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CCO1)c1nc2ncccn2n1,-7.787,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CCO1)c1c[nH]c(-c2nn[nH]n2)c1,-7.622,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C[C@H]1O)c1csc(O)n1,-7.074,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ncccc1O)N1CC[C@H]2OCCN(c3cncc(-c4nn[nH]n4)n3)[C@H]2C1,-7.637,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)N[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)[C@H]1C,-7.261,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cnn2ncccc12)N1CC[C@H]2[C@@H]1CCN2c1cncc(-c2nn[nH]n2)n1,-7.037,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.566,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1ccn2nnnc2c1,-7.806,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1,-7.206,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1ccnc2[nH]nnc12,-7.19,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1cnnc(O)c1,-7.105,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c[nH]c(C(=O)NC[C@H]2COCCN2c2cncc(-c3nn[nH]n3)n2)n1,-7.136,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1nnc(C(=O)NC[C@H]2CCCCN2c2ncccc2-c2nn[nH]n2)n1,-7.264,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C[C@H]1CCN(C(=O)c2cnc(O)n2C)C1)c1cncc(-c2nn[nH]n2)n1,-7.163,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccnc2[nH]nnc12)N1CC[C@@H]2CCN(c3cncc(-c4nn[nH]n4)n3)[C@H]2C1,-7.926,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1ccnc2[nH]nnc12,-7.686,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NCC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CCS1(=O)=O,-7.759,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1C[C@H]2CC[C@@H]1N2c1cncc(-c2nn[nH]n2)n1)c1ccn2nnnc2c1,-7.775,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CC(C)n1cnc(C(=O)NC[C@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)c1,-7.14,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN1C[C@H](C(=O)N[C@@H]2CCCN(c3ccnc(-c4nn[nH]n4)n3)C2)NC1=O,-7.097,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cc(-n2cncn2)ccn1,-7.317,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)[C@H]1C,-7.079,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CN(c2ncccc2-c2nn[nH]n2)CCO1)c1cn(Cc2cnn[nH]2)nn1,-7.593,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1ccc(C(=O)N[C@@H]2CCCN(c3ccnc(-c4nn[nH]n4)n3)C2)nn1,-7.289,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CN(c2ccncc2-c2nn[nH]n2)CCO1)c1cnc2[nH]nnc2c1,-7.469,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1cnnc(O)c1,-7.143,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1cnnc(O)c1,-7.222,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)[C@H]1CCc2nn[nH]c2C1,-7.003,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1ccnc2[nH]nnc12,-7.823,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CCn1cc(C(=O)NC[C@@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@H]2O)c(C)n1,-7.06,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@H]1O,-7.906,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1cc(C(=O)NC[C@H]2COCCN2c2cncc(-c3nn[nH]n3)n2)cnn1,-7.199,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C)c1ccnc(C(=O)NC[C@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@@H]2O)c1,-7.007,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cc(-c2nn[nH]n2)c[nH]1)N1CC[C@H]2[C@@H]1CCCN2c1cncc(-c2nn[nH]n2)n1,-7.943,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@H]1O,-7.685,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@H]1[C@@H](NC(=O)c2ccc(C(N)=O)[nH]2)CCN1C(=O)c1c[nH]c(-c2nn[nH]n2)c1,-7.009,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1,-7.593,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)N[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.13,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ccncc1-c1nn[nH]n1)c1ccnc2[nH]nnc12,-7.469,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C1NC[C@@H](C(=O)N[C@H]2CC[C@H](NC(=O)c3ccc(-c4nn[nH]n4)[nH]3)CC2)N1,-7.223,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1nc2ncccn2n1,-7.49,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCO1)c1nccn2ccnc12,-7.394,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CNC(=O)c1nn[nH]c1NC(=O)NC[C@H]1CCCN(c2ccc(-c3nn[nH]n3)nn2)C1,-7.752,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@@H]1O)c1ccnc2[nH]nnc12,-7.438,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@@]2(C1)CN(c1ccc(-c3nn[nH]n3)cn1)CCO2)c1ncccc1O,-7.532,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nc(C(=O)N[C@H]2C[C@H]3CC[C@@H]2N3c2cncc(-c3nn[nH]n3)n2)c(=O)[nH]c1C,-7.245,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1ccc(C(=O)NC[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)n1,-7.352,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CC[C@H]1C,-7.19,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1cc(C(=O)NC[C@@H](O)CN=c2cc[nH]c(-c3nn[nH]n3)n2)on1,-7.299,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cnnc(O)c1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.434,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CNC(=O)NCC(=O)NC[C@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O,-7.266,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1NC(=O)c1nccnc1C(N)=O,-7.079,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1COCCN1c1ccnc(-c2nn[nH]n2)n1,-7.656,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1cnn[nH]1)[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.395,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1,-7.111,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)NC[C@H]1COCCN1c1ccc(-c2nn[nH]n2)nn1,-7.321,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1ccc(C(=O)NC[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@@H]2O)c(O)n1,-7.505,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccnc(-n2cncn2)c1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.479,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O,-7.26,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@@H]1CCCN(c2ccnc(-c3nn[nH]n3)n2)C1,-7.45,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C1CN(CC(=O)N2CC[C@H]3[C@H]2CCCN3c2ncccc2-c2nn[nH]n2)CCN1,-7.226,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C[C@H]1CCCN(C(=O)c2c[nH]c(-c3nn[nH]n3)c2)C1)C(=O)c1nnn(C)n1,-7.234,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@@H]1CCCN(c2cncc(-c3nn[nH]n3)n2)C1,-7.127,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@@H]1COCCN1C(=O)c1c[nH]c(-c2nn[nH]n2)c1,-7.455,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccc(-c2nn[nH]n2)[nH]1)N1C[C@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@@]2(C(=O)O)C1,-8.37,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1ccnc2[nH]nnc12,-7.406,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1ncncc1C(=O)N[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1C,-7.312,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1)c1ncccc1O,-7.527,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1nccn2ccnc12,-7.234,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1ccc(-c2nn[nH]n2)[nH]1)C1CC(NC(=O)c2cc(-c3nn[nH]n3)c[nH]2)C1,-7.756,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1nc2ncccn2n1,-7.837,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)N[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O,-7.305,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1C,-7.098,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccc2nnc(O)n2c1)N1CC[C@@H]2[C@@H]1CCCN2c1cncc(-c2nn[nH]n2)n1,-7.434,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1cnc2[nH]c(O)nc2c1,-7.129,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1CCCN(c2cncc(-c3nn[nH]n3)n2)C1)c1cnnc(O)c1,-7.199,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ccnc(-c2nn[nH]n2)n1)c1nc2ncccn2n1,-7.481,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1ccc2nn[nH]c2n1,-7.563,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1cn(C)c(=O)cn1)[C@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.518,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ncccc1-c1nn[nH]n1)[C@@H]1CCc2nn[nH]c2C1,-7.156,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nn[nH]c1C(=O)NC[C@H]1CN(c2ncccc2-c2nn[nH]n2)C[C@@H]1O,-7.048,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@H]1CCN(c2nccnc2-c2nn[nH]n2)C[C@@H]1O)c1ccnc2[nH]nnc12,-7.426,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cc(-c2nn[nH]n2)c[nH]1)N1CC[C@]2(C1)CN(c1cncc(-c3nn[nH]n3)n1)CCO2,-8.13,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cc(-n2ccnc2)ccn1,-7.779,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)NCC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CCS1(=O)=O,-7.666,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ccc(-c2nn[nH]n2)nn1)c1nc2ncccn2n1,-7.828,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CCO1)c1ccnc2[nH]nnc12,-7.393,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1cnnc(O)c1,-7.298,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1nnc(C(=O)NC[C@H]2CN(c3ncccc3-c3nn[nH]n3)C[C@H]2O)n1,-7.082,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@H]1NC(=O)c1nc2ncccn2n1,-7.7,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nn[nH]c1C(=O)N1C[C@H]2CCCN(C(=O)c3c[nH]c(-c4nn[nH]n4)c3)[C@H]2C1,-7.062,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1cnc2[nH]nnc2c1,-7.902,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ncccn1)N1CC[C@]2(C1)CN(c1cncc(-c3nn[nH]n3)n1)CCO2,-7.315,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c(C(=O)NC[C@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@H]2O)nnn1C,-7.555,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1c[nH]c(-c2nn[nH]n2)c1,-7.602,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cnc2[nH]c(O)nc2c1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.73,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CC[C@H]1NC(=O)c1cnn(C)n1,-7.152,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1nc2ncccn2n1,-7.342,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1nc2ncccn2n1,-7.434,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)NCC[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1,-7.234,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cnn[nH]1)N1CC[C@@H]2[C@H](CCN2c2cncc(-c3nn[nH]n3)n2)C1,-7.391,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CC(C)n1cc(C(=O)NC[C@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@H]2O)nn1,-7.365,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccnc(-n2ccnc2)c1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.289,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1c[nH]c(-c2nn[nH]n2)c1,-7.129,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCCN(c2cncc(-c3nn[nH]n3)n2)C1)c1ccn2nnnc2c1,-7.761,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1ccc(C(=O)NC[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)c1,-7.373,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1nnc(C(=O)N[C@H]2CCN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)n1,-7.166,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nn[nH]c1C(=O)NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1,-7.411,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCO1)[C@H]1CCc2nn[nH]c2C1,-7.626,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1cncc(-n2ccnn2)c1,-7.58,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1ccn2nnnc2c1,-7.544,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCCN1c1cncc(-c2nn[nH]n2)n1)c1cnnc(O)c1,-7.04,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CN(c2ncccc2-c2nn[nH]n2)CCO1)c1ccn2nnnc2c1,-7.233,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)[C@@H]1CC(=O)NC(=O)N1)[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.185,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1cc(-c2nn[nH]n2)c[nH]1)[C@H]1CN(c2ncccc2-c2nn[nH]n2)C[C@@H]1O,-7.254,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.06,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1cn(C)c(=O)cn1)[C@H]1CN(c2ncccc2-c2nn[nH]n2)C[C@@H]1O,-7.28,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cc(-c2nn[nH]n2)c[nH]1)N1CC[C@@H]2[C@H](CCN2c2cncc(-c3nn[nH]n3)n2)C1,-7.824,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H]1[C@@H](NC(=O)c2cn(C)c(=O)cn2)CCN1c1ccnc(-c2nn[nH]n2)n1,-7.133,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ncccc1-c1nn[nH]n1)[C@H]1CCc2nn[nH]c2C1,-7.156,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCO1)c1cnnc(O)c1,-7.302,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1NC(=O)c1nnn(C)n1,-7.046,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
