SMILES,docking_score_kcal_mol,selectivity_note
C[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@@H]1NC(=O)c1ccc(=O)n(C)n1,-7.294,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@@H]2[C@@H]1CCCN2C(=O)c1ccc(-c2nn[nH]n2)[nH]1)c1ncccc1O,-7.718,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1ccnc2[nH]nnc12,-7.481,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1ccc(C(=O)NC[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)c(O)n1,-7.184,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1cc(C(=O)NC[C@H]2COCCN2c2cncc(-c3nn[nH]n3)n2)c(O)nc1=O,-7.707,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@H](NC(=O)c1nc2ncccn2n1)C1CN(C(=O)c2cc(-c3nn[nH]n3)c[nH]2)C1,-7.427,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(c1ccnc(-c2nn[nH]n2)n1)[C@H]1CCCN(C(=O)c2cnn(C)n2)C1,-7.07,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1ccc(=O)n(CC(=O)NC[C@H]2COCCN2C(=O)c2c[nH]c(-c3nn[nH]n3)c2)n1,-7.278,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1CN(c2ncccc2-c2nn[nH]n2)C[C@H]1O)c1c[nH]c(-c2nn[nH]n2)c1,-7.156,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCCN1c1cncc(-c2nn[nH]n2)n1)c1ccn2nnnc2c1,-7.482,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cn(C2CCOCC2)nn1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.394,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(Cc1cccnc1)N[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C[C@H]1O,-7.141,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)N[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O,-7.463,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O,-7.893,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1cnnc(O)c1)[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.106,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N1C[C@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@@]2(C)C1,-7.183,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H]1CN(C(=O)c2ccc(-c3nn[nH]n3)[nH]2)C[C@H]1NC(=O)[C@H]1CCc2nn[nH]c2C1,-7.36,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nnc(CC(=O)N[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2C)o1,-7.016,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1nc[nH]n1)N1CC[C@H]2OCCN(c3cncc(-c4nn[nH]n4)n3)[C@H]2C1,-7.522,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CCN(c2ccnc(-c3nn[nH]n3)n2)CC1)c1ncccc1O,-7.693,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H]1CN(C(=O)c2cc(-c3nn[nH]n3)c[nH]2)C[C@H]1NC(=O)c1ccc(O)nn1,-7.086,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCO1)c1ccnc2[nH]nnc12,-7.648,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.082,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1cnnc(O)c1,-7.165,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)N[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C[C@H]1O,-7.397,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1c[nH]c(-c2nn[nH]n2)c1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.433,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCO1)c1nnc(O)nc1O,-7.735,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1nnc(O)nc1O)C1CN(c2ccnc(-c3nn[nH]n3)n2)C1,-7.237,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1c[nH]c(-c2nn[nH]n2)c1)N1CC[C@H]2CCN(c3cncc(-c4nn[nH]n4)n3)[C@H]2C1,-8.044,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1c[nH]c(-c2nn[nH]n2)c1,-7.703,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)[C@H]1C,-7.337,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C1C[C@H](C(=O)N[C@H]2CC[C@H](NC(=O)c3cc(-c4nn[nH]n4)c[nH]3)CC2)NC(=O)N1,-7.632,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ncc[nH]1)N1CC[C@H]2CCN(c3cncc(-c4nn[nH]n4)n3)[C@H]2C1,-7.419,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nnc(CC(=O)NC[C@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)o1,-7.499,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@H](c1nnnn1C)N1C[C@H]2CC[C@@H](C1)N2C(=O)c1ccc(-c2nn[nH]n2)[nH]1,-7.069,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1nnc(C(=O)N[C@H]2[C@@H]3CN(c4cncc(-c5nn[nH]n5)n4)C[C@@H]32)n1,-7.258,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccc2nnc(O)n2c1)N1CC[C@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]21,-7.311,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@@H]2[C@H]1CCCN2C(=O)c1c[nH]c(-c2nn[nH]n2)c1)c1ncccc1O,-7.275,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1C(=O)c1cc(-c2nn[nH]n2)c[nH]1)c1noc2c1COCC2,-7.599,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.582,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CC[C@@H]1C,-7.804,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CC[C@@H](CN=c2cc[nH]c(-c3nn[nH]n3)n2)C1,-7.313,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cnc2[nH]c(O)nc2c1,-7.512,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CC(C)n1ccc(C(=O)NC[C@H]2COCCN2c2cncc(-c3nn[nH]n3)n2)n1,-7.05,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ccnc(-c2nn[nH]n2)n1)c1nc2ncccn2n1,-7.774,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@@H]2[C@H]1CCCN2C(=O)c1ccc(-c2nn[nH]n2)[nH]1)c1ncccc1O,-7.754,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CC(=O)NCC(=O)NC[C@H]1CCCN(c2cncc(-c3nn[nH]n3)n2)C1,-7.054,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1nnc(C(=O)NC[C@H]2CC[C@@H](NC(=O)c3n[nH]c4c3CCC4)C2)n1,-7.1,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1cnn(C)c1N)[C@H]1CN(c2ncccc2-c2nn[nH]n2)C[C@@H]1O,-7.005,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cc(-c2nn[nH]n2)c[nH]1)N1CC[C@@H]2[C@H](CCN2c2ccc(-c3nn[nH]n3)nn2)C1,-7.806,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1cnc2[nH]nnc2c1,-7.563,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1ccnc2[nH]nnc12,-7.531,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nnc(CC(=O)NC[C@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@@H]2O)o1,-7.151,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CCCN(c2cncc(-c3nn[nH]n3)n2)C1,-7.067,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@H]2[C@@H]1CCCN2C(=O)c1cc(-c2nn[nH]n2)c[nH]1)c1ncccc1O,-7.566,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c[nH]c(C(=O)NC[C@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)n1,-7.167,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c(C(=O)N[C@H]2CCCN(c3ccnc(-c4nn[nH]n4)n3)C2)nnn1C,-7.079,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@]1(O)CCN(c2ncccc2-c2nn[nH]n2)C1)c1ccnc2[nH]nnc12,-7.368,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ccc(-c2nn[nH]n2)nn1)c1nc2ncccn2n1,-7.729,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
COc1cncc(C(=O)NC[C@H]2CN(c3cncc(-c4nn[nH]n4)n3)CCO2)n1,-7.238,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1nc2ncccn2n1)N1CC[C@H]2CCN(c3cncc(-c4nn[nH]n4)n3)[C@@H]2C1,-7.759,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.136,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)[C@H]1CCc2nn[nH]c2C1,-7.664,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1COCCN1C(=O)c1c[nH]c(-c2nn[nH]n2)c1,-7.328,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1C[C@H]2CC[C@@H]1N2c1cncc(-c2nn[nH]n2)n1,-7.494,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1ccc(-c2nn[nH]n2)[nH]1)[C@@H]1CCCN(C(=O)c2cc(=O)n(C)cn2)C1,-7.261,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1nnc2cc(C(=O)NC[C@H]3CCCN(c4ccnc(-c5nn[nH]n5)n4)C3)cnc21,-7.709,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)[C@H]1CCc2nn[nH]c2C1,-7.379,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@@H](N=c2cc[nH]c(-c3nn[nH]n3)n2)C1)c1ncccc1O,-7.564,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1cncc(-n2ccnn2)c1,-7.4,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1ccc(-n2cncn2)nc1,-7.276,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cnc2[nH]c(O)nc2c1,-7.468,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CCc1cc(C(=O)NC[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)c(C)nn1,-7.344,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]21)c1ncccc1O,-7.625,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1cc(C(=O)NCC[C@@H]2CCN(c3cncc(-c4nn[nH]n4)n3)C2)c(O)nc1=O,-7.424,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)[C@H]1CCc2nn[nH]c2C1,-7.809,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@H]1CCCN(c2ccnc(-c3nn[nH]n3)n2)C1)[C@H]1CCc2nn[nH]c2C1,-7.763,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@H]2CCN(c3ccnc(-c4nn[nH]n4)n3)[C@H]2C1)[C@@H]1CCCN1,-7.094,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cnnc(O)c1,-7.251,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N1C[C@@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@@H]2C1,-7.21,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@]1(O)CCN(c2ncccc2-c2nn[nH]n2)C1)c1c[nH]c(-c2nn[nH]n2)c1,-7.419,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1COCCN1C(=O)c1cc(-c2nn[nH]n2)c[nH]1,-7.406,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CCO1)c1ccnc2[nH]nnc12,-7.687,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1C[C@@H](Nc2cncc(-c3nn[nH]n3)n2)C1,-7.028,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c[nH]nc1C(=O)NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1,-7.325,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)[C@H]1CCc2nn[nH]c2C1,-7.309,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccc2nn[nH]c2n1)N1C[C@H]2CCN(c3cncc(-c4nn[nH]n4)n3)C[C@H]21,-7.74,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@H]1[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@@H]21)[C@@H]1CCCc2nn[nH]c21,-7.206,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(c1cncc(-c2nn[nH]n2)n1)[C@H]1CCN(C(=O)c2ccnc3[nH]nnc23)C1,-7.573,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c[nH]c(C(=O)NC[C@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@@H]2O)n1,-7.194,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
