SMILES,docking_score_kcal_mol,selectivity_note
Cn1cnn(-c2ccc(NC(=O)NCCn3cc(-c4nn[nH]n4)c(O)nc3=O)cc2)c1=O,-7.324,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c(C(=O)N[C@H]2CC[C@H](C)N(c3cncc(-c4nn[nH]n4)n3)C2)nnn1C,-7.146,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C1C[C@@H](C(=O)N[C@H]2CCCN(C(=O)CNC(=O)c3ncccc3O)C2)NC(=O)N1,-7.06,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C1NC[C@H](C(=O)NC[C@H]2COCCN2c2cncc(-c3nn[nH]n3)n2)N1,-7.11,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ncccc1-c1nn[nH]n1)[C@@H]1CCc2nn[nH]c2C1,-7.169,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H]1OCCO[C@@H]1C(=O)NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1,-7.102,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1cc(CCC(=O)N2CCO[C@@H](CNc3ncccc3-c3nn[nH]n3)C2)nn1,-7.042,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CN(c2ncccc2-c2nn[nH]n2)CCO1)c1nc2ncccn2n1,-7.208,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
NC(=O)c1cccc(C(=O)NC[C@H]2CCN2C(=O)c2cc(-c3nn[nH]n3)c[nH]2)n1,-7.084,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CS(=O)(=O)CCO1)Nc1ccnc(-c2nn[nH]n2)c1,-7.276,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1cncc(-n2ccnn2)c1,-7.887,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1ccc(C(=O)NC[C@@H]2COCCN2c2ncccc2-c2nn[nH]n2)n1,-7.298,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1n[nH]cc1C(=O)NC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.275,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cnc[nH]1)N1CC[C@@]2(C1)CN(c1cncc(-c3nn[nH]n3)n1)CCO2,-7.079,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(Cn1ncnn1)N[C@@H]1C[C@H]2CC[C@@H]1N2c1ccncc1-c1nn[nH]n1,-7.399,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c(C(=O)NC[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@@H]2O)nnn1C,-7.545,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nc(CC(=O)N2CCC(N(C)c3ccnc(-c4nn[nH]n4)n3)CC2)n[nH]1,-7.006,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NCC[C@@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCS1(=O)=O,-7.371,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cnc(-c2nn[nH]n2)cn1)c1cnc2n1CCOC2,-7.052,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H](c1nnnn1C)N1C[C@H]2CC[C@@H](C1)N2C(=O)c1cc(-c2nn[nH]n2)c[nH]1,-7.024,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
