SMILES,docking_score_kcal_mol,selectivity_note
O=C(NC[C@H]1COCCN1c1nccnc1-c1nn[nH]n1)[C@@H]1CCc2nn[nH]c2C1,-7.279,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN1C[C@H](C(=O)N2C[C@H]3CC[C@@H](C2)N3c2ncccc2-c2nn[nH]n2)NC1=O,-7.02,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1CCCN(c2cnc(-c3nn[nH]n3)cn2)C1)c1ccnc2[nH]nnc12,-7.064,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CCO1)c1ccnc2[nH]nnc12,-7.41,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1CN(c2ncccc2-c2nn[nH]n2)C[C@H]1O,-7.616,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1nc2ncccn2n1,-7.778,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@H]1C,-7.065,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1ccn2nnnc2c1,-7.044,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cc(-c2nn[nH]n2)c[nH]1)N1CC[C@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]21,-7.762,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@@H]1O)c1nnc(O)nc1O,-7.602,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)[C@H]1CCCC(=O)N1)[C@@H]1CCCN(c2ccnc(-c3nn[nH]n3)n2)C1,-7.525,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(C[C@H]1CCCS(=O)(=O)C1)NC[C@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CCO1,-7.751,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1ccc(C(=O)NC[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)c(O)n1,-7.191,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CC[C@@H]1[C@@H](NC(=O)c2nc[nH]n2)CCN1c1ccc(-c2nn[nH]n2)nn1,-7.211,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1cnc2[nH]nnc2c1,-7.354,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1,-7.223,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1nc2ncccn2n1,-7.546,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N1CC[C@@H](NC(=O)c2c[nH]c(-c3nn[nH]n3)c2)[C@H](O)C1,-7.167,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1c[nH]c(-c2nn[nH]n2)c1,-7.658,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1ccn2nnnc2c1,-7.781,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1cnnc(O)c1,-7.166,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccnc(-n2cncn2)c1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.52,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1ccnc2[nH]nnc12,-7.681,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ncccc1-c1nn[nH]n1)[C@H]1CCc2nn[nH]c2C1,-7.199,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC1(CO)CCN(c2cncc(-c3nn[nH]n3)n2)CC1)c1c[nH]c(-c2nn[nH]n2)c1,-7.456,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccc(-c2nn[nH]n2)[nH]1)N1CC[C@H]2[C@H](CCN2c2cncc(-c3nn[nH]n3)n2)C1,-8.001,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O,-7.877,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1cnon1)[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.385,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@@H]1CC[C@@H](NC(=O)c2ccc(-c3nn[nH]n3)[nH]2)C1,-7.224,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@H]1[C@@H]2COC[C@H]1CN(C(=O)c1cnncc1C(=O)O)C2)c1cc(=O)n2[nH]nnc2n1,-7.393,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCCN(c2cncc(-c3nn[nH]n3)n2)C1)[C@H]1CCc2nn[nH]c2C1,-7.671,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nn[nH]c1C(=O)N[C@@H]1C[C@H]2CC[C@@H]1N2c1cncc(-c2nn[nH]n2)n1,-7.223,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C)c1cccc(C(=O)NC[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)c1,-7.159,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1C(=O)c1cc(-c2nn[nH]n2)c[nH]1)[C@H]1CCc2nn[nH]c2C1,-7.282,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1nccn2ccnc12,-7.347,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CN(c2ncccc2-c2nn[nH]n2)CCO1)c1ccn2nnnc2c1,-7.585,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CC[C@H]1NC(=O)c1cn(C)c(=O)cn1,-7.131,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1)c1ncccc1O,-7.804,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@]1(O)CCN(c2ncccc2-c2nn[nH]n2)C1)c1ccnc2[nH]nnc12,-7.514,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1,-7.579,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1cncc(-n2ccnn2)c1,-7.373,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cocn1)N1CC[C@@]2(C1)CN(c1cncc(-c3nn[nH]n3)n1)CCO2,-7.413,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H](NC(=O)c1nnn(C)n1)C1CN(c2cncc(-c3nn[nH]n3)n2)C1,-7.2,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.274,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CC[C@H]1C,-7.294,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)N[C@H]1[C@@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@@H]21,-7.301,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1c[nH]c(-c2nn[nH]n2)c1)C1CN(C(=O)c2cc(-c3nn[nH]n3)c[nH]2)C1,-7.075,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C1NC[C@H](C(=O)NC[C@H]2CCCN(c3ncccc3-c3nn[nH]n3)C2)N1,-7.158,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1cnnc(O)c1,-7.17,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCCN1c1cncc(-c2nn[nH]n2)n1)c1nc2ncccn2n1,-7.52,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O)c1ncccc1O,-7.312,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CNC(=O)NC(=O)[C@H](C)N[C@H]1CCCN(C(=O)c2ccc(-c3nn[nH]n3)[nH]2)C1,-7.26,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N1CC[C@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]21,-7.737,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1nnc(C(=O)N[C@H]2CCCN(c3ccnc(-c4nn[nH]n4)n3)C2)n1,-7.297,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cnc2[nH]c(O)nc2c1,-7.674,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@@H]1CCCN(c2ccnc(-c3nn[nH]n3)n2)C1,-7.482,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1COCCN1c1ccnc(-c2nn[nH]n2)n1,-7.6,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cnn(C(F)F)c1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.002,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1cnn(C)c1N)[C@H]1CN(c2ncccc2-c2nn[nH]n2)C[C@@H]1O,-7.01,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@H]1[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@@H]21)c1c[nH]c(-c2nn[nH]n2)c1,-7.669,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1ccc2nccn2c1)[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.366,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1OC[C@@H]2CCN(C(=O)c3cccc(-n4cncn4)n3)C[C@@H]21)c1cc(=O)n2[nH]nnc2n1,-7.888,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
