SMILES,docking_score_kcal_mol,selectivity_note
CCn1ccnc1C(=O)NC[C@@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@H]1O,-7.133,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1cnon1,-7.086,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1cnnc(O)c1)[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.151,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
COc1cc(C(=O)NC[C@@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@H]2O)ccn1,-7.497,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(c1nccnc1-c1nn[nH]n1)[C@H]1CCN(C(=O)[C@@H]2CC(=O)NC(=O)N2)C1,-7.087,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@H]1O,-7.496,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1cnoc1C(=O)NC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.458,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nc(O)[nH]c1C(=O)NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1,-7.079,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1CC[C@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2C1)c1c[nH]c(=O)cn1,-7.035,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1cc(C(=O)NCC[C@@H]2CN(c3ncccc3-c3nn[nH]n3)CCS2(=O)=O)cn1,-7.028,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1nnc(O)nc1O)N1CC[C@@H]2[C@H](CCN2c2ncccc2-c2nn[nH]n2)C1,-7.524,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c[nH]c(C(=O)NC[C@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@@H]2O)n1,-7.223,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C)c1cnc(C(=O)N[C@H]2CCN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)cn1,-7.34,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cnnc(O)c1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.463,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CC(C)n1cc(C(=O)NC[C@H]2COCCN2c2cncc(-c3nn[nH]n3)n2)nn1,-7.074,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ncccc1-c1nn[nH]n1)[C@@H]1CCc2nn[nH]c2C1,-7.181,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1CCN(C(=O)CNC(=O)c2ncccc2O)C1)c1cc(-c2nn[nH]n2)c[nH]1,-7.354,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)[C@H]1C,-7.31,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1cn(C)c(=O)cn1)[C@@H]1CCCN(c2cncc(-c3nn[nH]n3)n2)C1,-7.625,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cc(-c2nn[nH]n2)c[nH]1)N1CC[C@H]2OCCN(c3cncc(-c4nn[nH]n4)n3)[C@H]2C1,-8.415,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C1CC[C@H](C(=O)NC[C@@H]2CCN(c3cncc(-c4nn[nH]n4)n3)C2)CN1,-7.197,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H]1[C@@H](NCc2nnnn2C)CCN1C(=O)c1ccnc2[nH]nnc12,-7.187,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C[C@@H]1NC(=O)c1cn(C)c(=O)cn1,-7.224,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cncnc1O)N1CC[C@H]2OCCN(c3ccnc(-c4nn[nH]n4)n3)[C@@H]2C1,-7.937,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)NC[C@]1(O)CCN(c2ncccc2-c2nn[nH]n2)C1,-7.108,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
